60075	5	60074	2
53229	2	53230	215
3743	0	3745	147
29794	2	54259	228
8755	0	8703	35
38776	5	14732	91
667	9	665	103
53918	0	53919	223
38693	0	42544	213
5718	0	5710	77
34519	5	34518	74
5895	0	7297	81
49273	0	46129	232
39272	4	39697	83
30627	5	30626	189
51918	0	41544	164
42287	1	8250	223
13958	5	13957	189
56154	1	56155	241
55605	3	33449	133
3477	0	16354	119
37227	10	37229	229
54964	0	54965	234
31053	5	31052	126
24677	5	24676	39
26356	5	26355	77
50570	0	24538	8
47177	0	47179	209
7728	5	7729	39
52197	0	35847	73
51848	0	51448	151
54814	4	39848	231
3537	5	3536	172
26932	1	34615	98
27535	1	29580	224
55402	1	55403	71
32817	0	32811	23
5130	5	24927	53
56312	5	56311	91
7750	5	7749	203
7258	5	8441	81
36909	2	49975	217
48910	5	48911	227
45925	3	20519	203
37991	9	37992	204
4179	0	4159	105
473	0	477	105
1587	5	1583	91
45139	3	45140	139
47946	0	47947	220
26932	7	38528	156
48006	10	48007	220
3411	5	3410	147
45089	1	51136	208
